epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
118,9652.6,0.82178,0.40227,0.9823,0.96742,0.97576,0.98862,0.80938,0.79044,0.3094,0.94923,0.00710425,0.00710425,0.00710425
119,9733.74,0.82402,0.40234,0.98239,0.96694,0.97576,0.98858,0.80913,0.79041,0.30906,0.94932,0.0070795,0.0070795,0.0070795
120,9815.19,0.82022,0.39937,0.98137,0.96729,0.97575,0.9886,0.80979,0.79035,0.30872,0.94961,0.00705475,0.00705475,0.00705475
121,9897.2,0.82121,0.40371,0.97429,0.96783,0.97575,0.98854,0.80994,0.79041,0.30889,0.94949,0.00703,0.00703,0.00703
122,9979.34,0.81864,0.40524,0.97169,0.96807,0.97575,0.98848,0.80943,0.79038,0.30855,0.94924,0.00700525,0.00700525,0.00700525
123,10060.9,0.81296,0.39989,0.97343,0.96784,0.97576,0.98857,0.81007,0.79047,0.30885,0.94909,0.0069805,0.0069805,0.0069805
124,10142.8,0.81087,0.39767,0.97382,0.96787,0.97575,0.98857,0.80993,0.79048,0.30897,0.94906,0.00695575,0.00695575,0.00695575
125,10224.5,0.82093,0.40313,0.97382,0.96805,0.97597,0.98861,0.80984,0.79036,0.30911,0.94898,0.006931,0.006931,0.006931
126,10305.8,0.81385,0.39813,0.97297,0.9673,0.97599,0.98854,0.81,0.79022,0.30877,0.94894,0.00690625,0.00690625,0.00690625
127,10387.3,0.81722,0.39545,0.97123,0.96775,0.97573,0.9886,0.80991,0.79011,0.30836,0.94885,0.0068815,0.0068815,0.0068815
128,10468.9,0.80768,0.39675,0.96889,0.96828,0.9759,0.98851,0.80995,0.79035,0.30872,0.94889,0.00685675,0.00685675,0.00685675
129,10550.3,0.81515,0.39573,0.97609,0.96829,0.97589,0.98854,0.81028,0.79034,0.30864,0.94896,0.006832,0.006832,0.006832
130,10632.6,0.81073,0.39559,0.9741,0.9684,0.97614,0.98854,0.81048,0.79033,0.30851,0.94901,0.00680725,0.00680725,0.00680725
131,10714.8,0.81047,0.39525,0.9788,0.96816,0.9765,0.98855,0.8099,0.79026,0.30865,0.94917,0.0067825,0.0067825,0.0067825
132,10796.4,0.81203,0.39443,0.97431,0.96836,0.97644,0.98845,0.81045,0.78994,0.30936,0.9491,0.00675775,0.00675775,0.00675775
133,10877.8,0.80929,0.39392,0.97158,0.96914,0.97629,0.98853,0.81015,0.78979,0.30969,0.94899,0.006733,0.006733,0.006733
134,10959.3,0.80771,0.39396,0.97493,0.96934,0.9762,0.98846,0.81028,0.78941,0.30955,0.94895,0.00670825,0.00670825,0.00670825
135,11040.7,0.80875,0.39436,0.97742,0.96924,0.97655,0.98856,0.80946,0.78935,0.30962,0.949,0.0066835,0.0066835,0.0066835
136,11122.3,0.81104,0.40038,0.98322,0.97041,0.97665,0.98857,0.80964,0.78934,0.30937,0.94915,0.00665875,0.00665875,0.00665875
137,11203.8,0.80317,0.39219,0.97538,0.97075,0.97656,0.98861,0.8104,0.78949,0.30925,0.9494,0.006634,0.006634,0.006634
138,11285.1,0.80246,0.39018,0.96923,0.97037,0.97633,0.98854,0.81066,0.78945,0.30944,0.94949,0.00660925,0.00660925,0.00660925
139,11367.2,0.80555,0.39392,0.96954,0.97083,0.97655,0.98856,0.81068,0.78953,0.30929,0.94941,0.0065845,0.0065845,0.0065845
140,11449,0.80546,0.39117,0.97002,0.96948,0.97639,0.98857,0.80982,0.78957,0.30971,0.94939,0.00655975,0.00655975,0.00655975
141,11530.6,0.80659,0.39331,0.97687,0.96945,0.97638,0.98851,0.80984,0.78957,0.30959,0.94938,0.006535,0.006535,0.006535
142,11611.9,0.80646,0.39085,0.97171,0.96882,0.97604,0.9886,0.80982,0.78947,0.30968,0.9493,0.00651025,0.00651025,0.00651025
143,11693.5,0.79873,0.38707,0.9665,0.9686,0.97611,0.9885,0.80914,0.78949,0.30976,0.94927,0.0064855,0.0064855,0.0064855
144,11775,0.8064,0.38987,0.97358,0.96876,0.97663,0.98851,0.80946,0.78957,0.30969,0.94915,0.00646075,0.00646075,0.00646075
145,11856.3,0.80879,0.39269,0.97754,0.9683,0.97634,0.98852,0.80896,0.78937,0.30953,0.94909,0.006436,0.006436,0.006436
146,11937.9,0.80391,0.38875,0.96864,0.96813,0.97635,0.98856,0.80936,0.78924,0.30966,0.94894,0.00641125,0.00641125,0.00641125
147,12019.2,0.80591,0.38939,0.96233,0.96821,0.9766,0.98858,0.80908,0.78924,0.30949,0.94875,0.0063865,0.0063865,0.0063865
148,12100.8,0.79948,0.38771,0.96321,0.96818,0.97678,0.98855,0.80914,0.78924,0.30951,0.94862,0.00636175,0.00636175,0.00636175
149,12182.1,0.80141,0.39073,0.96544,0.96819,0.97678,0.98845,0.80863,0.7889,0.30944,0.94846,0.006337,0.006337,0.006337
150,12263.8,0.79602,0.38568,0.96242,0.96807,0.9772,0.98855,0.80904,0.789,0.30977,0.94829,0.00631225,0.00631225,0.00631225
151,12345.2,0.79792,0.38701,0.96424,0.9691,0.97696,0.98857,0.80899,0.78918,0.30978,0.9482,0.0062875,0.0062875,0.0062875
152,12426.6,0.80341,0.3894,0.97219,0.96834,0.9776,0.98865,0.80925,0.78913,0.30992,0.9481,0.00626275,0.00626275,0.00626275
153,12508.1,0.79563,0.38493,0.96881,0.9688,0.97746,0.98864,0.80864,0.78914,0.30983,0.94806,0.006238,0.006238,0.006238
154,12589.4,0.79886,0.38673,0.97346,0.96864,0.97772,0.98864,0.80984,0.78914,0.31,0.94812,0.00621325,0.00621325,0.00621325
155,12671,0.79501,0.38331,0.96382,0.96833,0.97788,0.98854,0.81005,0.78892,0.3101,0.94799,0.0061885,0.0061885,0.0061885
156,12752.3,0.79576,0.38578,0.96997,0.96845,0.97754,0.98854,0.80983,0.78895,0.31014,0.94786,0.00616375,0.00616375,0.00616375
