epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,6638.28,0.75392,0.35446,0.93945,0.96861,0.97847,0.98885,0.80591,0.78523,0.31847,0.92061,0.001288,0.001288,0.001288
134,6688.17,0.7546,0.3535,0.93863,0.96944,0.97767,0.98871,0.80638,0.78486,0.31808,0.92051,0.001222,0.001222,0.001222
135,6737.77,0.75441,0.35045,0.93922,0.96989,0.97846,0.98879,0.80788,0.78494,0.31732,0.92081,0.001156,0.001156,0.001156
136,6787.67,0.7551,0.35236,0.94001,0.97055,0.97798,0.98922,0.80835,0.78587,0.31739,0.92122,0.00109,0.00109,0.00109
137,6837.48,0.74886,0.3501,0.93727,0.97017,0.97925,0.98908,0.80895,0.78538,0.31761,0.92182,0.001024,0.001024,0.001024
138,6887.16,0.75062,0.35189,0.9377,0.97058,0.97966,0.98913,0.80825,0.78531,0.31712,0.922,0.000958,0.000958,0.000958
139,6936.87,0.74307,0.34473,0.93558,0.96996,0.97927,0.98901,0.80849,0.7854,0.3169,0.92182,0.000892,0.000892,0.000892
140,6986.42,0.73685,0.34277,0.93429,0.97236,0.98139,0.98941,0.80872,0.78565,0.31655,0.92151,0.000826,0.000826,0.000826
141,7039.06,0.75363,0.3231,0.93406,0.97019,0.97879,0.98887,0.80874,0.78613,0.31596,0.92133,0.00076,0.00076,0.00076
142,7088.39,0.7484,0.32038,0.93305,0.9711,0.98137,0.98945,0.80806,0.78559,0.31553,0.92148,0.000694,0.000694,0.000694
143,7137.82,0.74625,0.31879,0.93323,0.97169,0.98054,0.98939,0.80794,0.7859,0.31533,0.92212,0.000628,0.000628,0.000628
144,7187.48,0.74317,0.31765,0.93078,0.97238,0.98129,0.98947,0.80747,0.78631,0.31527,0.92266,0.000562,0.000562,0.000562
145,7237.09,0.74089,0.31615,0.93341,0.97236,0.98217,0.98945,0.80783,0.78679,0.3154,0.92276,0.000496,0.000496,0.000496
146,7286.63,0.73694,0.31464,0.93076,0.97322,0.982,0.98955,0.80857,0.78682,0.31547,0.92281,0.00043,0.00043,0.00043
147,7336.2,0.7358,0.3115,0.93215,0.97178,0.97934,0.98916,0.80814,0.78729,0.31528,0.92318,0.000364,0.000364,0.000364
148,7385.9,0.73596,0.31202,0.92907,0.97203,0.97921,0.98908,0.80831,0.78774,0.31541,0.92352,0.000298,0.000298,0.000298
149,7435.45,0.72969,0.30781,0.92579,0.97217,0.97895,0.98897,0.80801,0.78788,0.31511,0.92408,0.000232,0.000232,0.000232
150,7484.88,0.72689,0.30477,0.92565,0.97318,0.97886,0.98896,0.8084,0.78863,0.31456,0.92467,0.000166,0.000166,0.000166
