epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
113,28094.8,0.81423,0.39536,1.03308,0.97163,0.98246,0.99054,0.80994,0.77729,0.30039,1.02011,0.007228,0.007228,0.007228
114,28345,0.80934,0.3878,1.03092,0.9714,0.98247,0.99053,0.81036,0.777,0.30023,1.02018,0.00720325,0.00720325,0.00720325
115,28594.7,0.80324,0.38923,1.02607,0.97137,0.98278,0.99055,0.80962,0.77673,0.30018,1.02022,0.0071785,0.0071785,0.0071785
116,28842.1,0.81037,0.39214,1.02364,0.97157,0.98283,0.99054,0.81026,0.7766,0.30069,1.0202,0.00715375,0.00715375,0.00715375
117,29090,0.80658,0.38918,1.02281,0.97167,0.98311,0.99059,0.81016,0.77663,0.30063,1.02012,0.007129,0.007129,0.007129
118,29337.6,0.80716,0.38591,1.03179,0.97162,0.983,0.99059,0.80979,0.77619,0.30043,1.02006,0.00710425,0.00710425,0.00710425
119,29584.9,0.807,0.38887,1.03051,0.97143,0.98301,0.99052,0.80937,0.77614,0.30033,1.0201,0.0070795,0.0070795,0.0070795
120,29832.2,0.80604,0.38909,1.02479,0.971,0.98301,0.99043,0.81061,0.77611,0.30015,1.02002,0.00705475,0.00705475,0.00705475
121,30082.1,0.79522,0.37983,1.02429,0.97114,0.98335,0.99042,0.80973,0.77591,0.30003,1.01994,0.00703,0.00703,0.00703
122,30330,0.80544,0.38831,1.03064,0.97115,0.98307,0.99037,0.80985,0.77597,0.29983,1.02007,0.00700525,0.00700525,0.00700525
123,30577.4,0.79985,0.38244,1.02008,0.97115,0.98301,0.99037,0.81034,0.77609,0.29958,1.02007,0.0069805,0.0069805,0.0069805
124,30824.5,0.80264,0.38286,1.02177,0.97178,0.98296,0.99039,0.81003,0.77586,0.29948,1.02,0.00695575,0.00695575,0.00695575
125,31071.8,0.80385,0.38537,1.02502,0.97185,0.98328,0.99019,0.80989,0.77604,0.29922,1.02002,0.006931,0.006931,0.006931
126,31319.2,0.79079,0.38291,1.02271,0.97236,0.98362,0.99048,0.81023,0.77598,0.29934,1.01997,0.00690625,0.00690625,0.00690625
127,31566.6,0.80122,0.38777,1.02343,0.97234,0.98385,0.99052,0.80975,0.7759,0.29946,1.01984,0.0068815,0.0068815,0.0068815
128,31814,0.79283,0.38378,1.0161,0.97174,0.98363,0.99025,0.80972,0.77566,0.29942,1.01975,0.00685675,0.00685675,0.00685675
129,32061.2,0.79708,0.38571,1.01479,0.97167,0.98365,0.99027,0.81027,0.77583,0.29913,1.01956,0.006832,0.006832,0.006832
130,32307.9,0.79853,0.38304,1.01548,0.97175,0.98363,0.99029,0.80994,0.77566,0.29924,1.01936,0.00680725,0.00680725,0.00680725
131,32555.1,0.78588,0.38138,1.0121,0.9713,0.98362,0.99014,0.80929,0.77566,0.29891,1.01918,0.0067825,0.0067825,0.0067825
132,32802.1,0.7908,0.37903,1.01456,0.97125,0.98339,0.99012,0.81017,0.77554,0.29881,1.01903,0.00675775,0.00675775,0.00675775
133,33049.2,0.79651,0.37773,1.01852,0.97165,0.98358,0.9902,0.80976,0.77549,0.2986,1.01897,0.006733,0.006733,0.006733
134,33296.1,0.79659,0.38395,1.01178,0.97122,0.98359,0.98992,0.8101,0.77546,0.29872,1.01882,0.00670825,0.00670825,0.00670825
135,33543.4,0.79511,0.3804,1.01971,0.97107,0.98376,0.98992,0.80987,0.77561,0.29861,1.01883,0.0066835,0.0066835,0.0066835
136,33790.6,0.79041,0.37725,1.01979,0.97085,0.98367,0.98993,0.80988,0.77563,0.29871,1.01877,0.00665875,0.00665875,0.00665875
137,34037.8,0.78495,0.37633,1.01373,0.97086,0.98386,0.98996,0.81,0.77576,0.29846,1.01882,0.006634,0.006634,0.006634
138,34287,0.79095,0.38275,1.01538,0.97106,0.98412,0.99008,0.80966,0.77576,0.29821,1.01874,0.00660925,0.00660925,0.00660925
139,34534.3,0.79481,0.38299,1.02155,0.97119,0.98387,0.98996,0.80923,0.77578,0.29781,1.01881,0.0065845,0.0065845,0.0065845
140,34781.5,0.78865,0.37293,1.01451,0.97121,0.98387,0.98997,0.80985,0.77583,0.29764,1.01875,0.00655975,0.00655975,0.00655975
141,35028.8,0.78441,0.37535,1.01701,0.97104,0.98369,0.99004,0.80955,0.77585,0.29789,1.01884,0.006535,0.006535,0.006535
142,35275.9,0.78733,0.38151,1.01542,0.97103,0.98343,0.98994,0.809,0.77614,0.29792,1.01885,0.00651025,0.00651025,0.00651025
143,35522.9,0.79706,0.38559,1.01534,0.97112,0.98285,0.99002,0.81019,0.77603,0.298,1.01871,0.0064855,0.0064855,0.0064855
144,35770.1,0.79234,0.37863,1.01886,0.97119,0.98292,0.98981,0.80987,0.77616,0.29763,1.0188,0.00646075,0.00646075,0.00646075
145,36017.3,0.7823,0.37408,1.0151,0.97121,0.98267,0.98987,0.81003,0.77624,0.29775,1.01888,0.006436,0.006436,0.006436
146,36264.3,0.78215,0.37246,1.01824,0.97096,0.98299,0.98994,0.81041,0.77624,0.29718,1.0189,0.00641125,0.00641125,0.00641125
147,36511.2,0.78536,0.37277,1.02162,0.97075,0.98272,0.98994,0.81013,0.77639,0.29712,1.01901,0.0063865,0.0063865,0.0063865
148,36757.9,0.78797,0.37634,1.01982,0.97096,0.98272,0.98989,0.81,0.77629,0.2973,1.01904,0.00636175,0.00636175,0.00636175
149,37005.4,0.77562,0.36765,1.01118,0.97081,0.9826,0.99003,0.81034,0.7763,0.29756,1.01897,0.006337,0.006337,0.006337
150,37252.8,0.78145,0.37495,1.01422,0.96859,0.98046,0.98877,0.81028,0.77647,0.29742,1.01907,0.00631225,0.00631225,0.00631225
